Дата,Субъект РФ,Инициаторы действия,Вид населенного пункта,Населенный пункт,Кластер,Тема,Объект,Вид объекта,Действие,Ссылка,,
08.08.2015,Тверская область,7. Смешанные,2.Село,Хорошево,2.СоцПол,2.9 Иное,Трактор,0. Обезличенные,1. Установка,http://www.mngz.ru/russia-world-sensation/1324542-v-tverskoy-oblasti-otkryli-pamyatnik-traktoru-dt-54.html,,
26.06.2016,Тверская область,,1.Город,Конаково,2.СоцПол,2.4. Религия,Петр и Феврония,2. Группа,1. Установка,https://www.tver.kp.ru/daily/26547.7/3563623/,,
16.07.2016,Тверская область,7. Смешанные,1.Город,Тверь,2.СоцПол,2.3. Искусство,Поэты-шестидесятники,0. Обезличенные,1. Установка,http://radiovesti.ru/brand/61182/episode/1457354/,,
11.09.2016,Тверская область,8. Неизвестно,1.Город,Тверь,1.Война,1.6. Иное,Александр Суворов,1. Личность,1. Установка,http://www.mngz.ru/russia-world-sensation/2225322-v-tveri-otkryli-pamyatnik-legendarnomu-suvorovu.html https://tass.ru/armiya-i-opk/3611447,,
25.06.2017,Тверская область,8. Неизвестно,1.Город,Кашин,2.СоцПол,2.8. ФОИВЫ,Артур Артузов,1. Личность,1. Установка,https://rg.ru/2017/06/25/reg-cfo/v-gorode-kashin-otkryt-pamiatnik-odnomu-iz-osnovatelej-sovetskoj-razvedki.html,,
20.04.2018,Тверская область,7. Смешанные,2.Село,Калашниково,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие герои войны,0. Обезличенные,1. Установка,https://www.mngz.ru/russia-world-sensation/3989458-v-poselke-kalashnikovo-otkryt-pamyatnik-pogibshim-geroyam-voyny.html,,
08.05.2018,Тверская область,8. Неизвестно,1.Город,Ржев ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воины-казахстанцы,2. Группа,2. Реставрация,https://ria.ru/20180508/1520160444.html,,
27.05.2018,Тверская область,5. НПО,1.Город,Тверь,2.СоцПол,2.8. ФОИВЫ,Пограничники,0. Обезличенные,1. Установка,https://www.tver.kp.ru/online/news/3127642/,,
29.05.2018,Тверская область,7. Смешанные,1.Город,Тверь,2.СоцПол,2.8. ФОИВЫ,Владимир Елизаров,1. Личность,1. Установка,http://vesti-tver.ru/news/novosti-raionov/v-tveri-torzhestvenno-otkryli-pamyatnik-pervomu-v-tverskoy-oblasti-geroyu-rossii/,,
18.08.2018,Тверская область ,3. Региональные власти,2.Село,Мигалово,2.СоцПол,2.9 Иное,Самолет Ил-76 ,0. Обезличенные,1. Установка,https://tver.mk.ru/social/2018/08/18/v-migalovo-torzhestvenno-otkryli-pamyatnik-il76-md-tver.html https://www.tver.kp.ru/online/news/3208653/,,
12.09.2018,Тверская область,7. Смешанные,2.Село,Берново,2.СоцПол,2.7 Цари/императоры/вожди,Александр II ,1. Личность,1. Установка,https://www.tver.kp.ru/online/news/3236028/,,
01.11.2018,Тверская область,7. Смешанные,1.Город,Тверь,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Генерал-фельдмаршал Иосиф Гурко,1. Личность,1. Установка,https://www.tver.kp.ru/daily/26902.4/3947429/,,
16.11.2018,Тверская область,3. Региональные власти ,1.Город,Кимры ,2.СоцПол,2.9 Иное,Самолет Ту-124,0. Обезличенные,1. Установка,https://tver.mk.ru/social/2018/11/16/v-tverskoy-oblasti-pochtili-pamyat-aviakonstruktora-andreya-tupoleva.html https://www.vesti.ru/article/1500861,,
07.05.2019,Тверская область,6. Частное лицо,2.Село,Татево,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие выпускники Татевской школы,0. Обезличенные,2. Реставрация,https://tver.mk.ru/social/2019/05/07/posle-rekonstrukcii-otkryli-pamyatnik-pogibshim-vypusknikam-tatevskoy-shkoly.html,,
28.05.2019,Тверская область,5. НПО,1.Город,Ржев,2.СоцПол,2.8. ФОИВЫ,Пограничник с собакой,0. Обезличенные,1. Установка,https://www.tver.kp.ru/online/news/3490196/,,
28.07.2019,Тверская область,3. Региональные власти,1.Город,Топорец,1.Война,1.6. Иное,Алексей Куропаткин,1. Личность,1. Установка,https://tver.mk.ru/social/2019/08/02/otkrytie-pamyatnika-generalu-alekseyu-kuropatkinu-v-tverskoy-oblasti.html,,
07.08.2019,Тверская область,5. НПО,2.Село,Иструбенка,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие бойцы ВОВ,2. Группа,2. Реставрация,https://tver.mk.ru/social/2019/08/13/v-oleninskom-rayone-otrestavrirovali-pamyatnik.html,,
23.08.2019,Тверская область,6. Частное лицо,1.Город,Тверь,2.СоцПол,2.8. ФОИВЫ,Пожарники и спасатели,0. Обезличенные,1. Установка,https://газета-вся-тверь.рф/news/foto-video/pamyatniki-tveri-pamyatnik-pozharnym-i-spasatelyam/?,,
20.09.2019,Тверская область,5. НПО,1.Город,Нелидово,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воины ВОВ,2. Группа,1. Установка,https://tver.aif.ru/society/details/pamyatnik_sovetskim_voinam_otkryli_v_nelidovo_tverskoy_oblasti,,
28.10.2019,Тверская область,3. Региональные власти,1.Город,Тверь,2.СоцПол,2.9 Иное,МиГ-17,0. Обезличенные,1. Установка,https://www.tver.kp.ru/online/news/3656376/,,
29.10.2019,Тверская область,7. Смешанные,1.Город,Конаково,1.Война,1.5. Локальные конфликты,Денис Стребин,1. Личность,1. Установка,https://vesti-tver.ru/news/novosti-raionov/v-konakove-ustanovili-pamyatnik-pogibshemu-v-chechne-desantniku/,,
17.03.2020,Тверская область ,3. Региональные власти,1.Город,Оленино,1.Война,1.5. Локальные конфликты,Сергей Козлов ,1. Личность,1. Установка,https://tver.mk.ru/social/2020/03/19/20letnemu-soldatu-ustanovili-pamyatnik-v-tverskoy-oblasti.html,,
01.07.2020,Тверская область ,8. Неизвестно,2.Село,Застижье ,1.Война,1.6. Иное,Дмитрий Ильин ,1. Личность,4.Благоустройство,https://vesti-tver.ru/dailynews/v-lesnom-rayone-blagoustroili-territoriyu-pamyatnika-dmitriyu-ilinu/,,
10.07.2020,Тверская область ,8. Неизвестно,1.Город,Тверь ,2.СоцПол,2.3. Искусство,Сергей Лемешев ,1. Личность,1. Установка,https://www.tver.kp.ru/online/news/3938755/,,
07.08.2020,Тверская область ,8. Неизвестно,1.Город,Кимры ,2.СоцПол,2.8. ФОИВЫ,Пограничники всех поколений ,0. Обезличенные,1. Установка,https://tver.mk.ru/social/2020/08/07/v-tverskoy-oblasti-ustanovili-pamyatnik-pogranichnikam-vsekh-pokoleniy.html,,
02.09.2020,Тверская область ,5. НПО,1.Город,Тверь ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Труженники тыла ,0. Обезличенные,1. Установка,https://tver.aif.ru/society/details/novyy_pamyatnik_ustanovili_v_parke_pobedy_v_tveri,,
15.10.2020,Тверская область ,3. Региональные власти ,1.Город,Кашин,1.Война,1.6. Иное,"Солдат, вернувшийся с войны ",0. Обезличенные,1. Установка,https://tver.mk.ru/social/2020/10/15/v-tverskoy-oblasti-otkryli-pamyatnik-vernuvshemusya-soldatu.html,,
16.11.2020,Тверская область,7. Смешанные,2.Село,Кемцы,1.Война,1.4. Великая Отечественная война/Вторая мировая война,"Жители села, воевашим в ВОВ",2. Группа,1. Установка,https://vesti-tver.ru/dailynews/v-ramkakh-ppmi-v-tverskoy-oblasti-ustanovili-pamyatnik/,,
25.11.2020,Тверская область,8. Неизвестно,1.Город,Тверь,3.Иное,3.Иное,Скульптурная композиция с буквой «Я»,0. Обезличенные,1. Установка,https://aif.ru/culture/art/kakim_bukvam_postavleny_pamyatniki,,
29.12.2020,Тверская область ,6. Частное лицо,1.Город,Конаково,2.СоцПол,2.9 Иное,Затопленный город Корчева,0. Обезличенные,1. Установка,https://vesti-tver.ru/dailynews/v-tverskoy-oblasti-otkryli-pamyatnik-zatoplennomu-gorodu-korcheva-/,,
29.04.2021,Тверская область ,5. НПО,2.Село,Молодой Туд,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Солдаты ВОВ,0. Обезличенные,2. Реставрация,https://vesti-tver.ru/dailynews/v-oleninskom-rayone-otkryli-pamyatnik-pogibshim-uchastnikam-velikoy-otechestvennoy-voyny/,,
