Дата,Субъект РФ,Инициаторы действия,Вид населенного пункта,Населенный пункт,Кластер,Тема,Объект,Вид объекта,Действие,Ссылка,,
12.04.2015,Смоленская область,8. Неизвестно,2.Село,Верховье ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Мемориал красноармейцам-сибирякам,0. Обезличенные,2. Реставрация,https://ria.ru/20150412/1058124651.html,,
12.05.2015,Смоленская область,8. Неизвестно,1.Город,Смоленск,1.Война,1.6. Иное,Воины - освободители,0. Обезличенные,1. Установка,https://ria.ru/20150512/1064075918.html,Добавлено,
28.07.2015,Смоленская область,8. Неизвестно,1.Город,Смоленск,2.СоцПол,2.4. Религия,Владимир,1. Личность,1. Установка,https://gtrksmolensk.ru/news/v-smolenske-otmetili-den-krescheniya-rusi/   http://www.mk-smolensk.ru/articles/2015/09/01/vozvrashhenie-k-istokam-patriarkh-kirill-otkryl-pamyatnik-knyazyu-vladimiru.html ,,
02.10.2015,Смоленская область,8. Неизвестно,1.Город,Смоленск,2.СоцПол,2.6. Политика,Александр Лопатин,1. Личность,1. Установка,http://www.kp.ru/online/news/2181190/ https://ria.ru/20151005/1297243899.html,добавила,
14.10.2015,Смоленская область,8. Неизвестно,1.Город,Духовщина,1.Война,1.5. Локальные конфликты,Воины-афганцы,0. Обезличенные,1. Установка,http://www.kp.ru/online/news/2194151/,,
30.11.2015,Смоленская область,8. Неизвестно,1.Город,Смоленск,1.Война,1.6. Иное,Защитники города,0. Обезличенные,1. Установка,https://gtrksmolensk.ru/news/v-smolenske-otkryili-pamyatnik-zaschitnikam-goroda/,,
01.12.2015,Смоленская область,8. Неизвестно,1.Город,Ельня,1.Война,1.4. Великая Отечественная война/Вторая мировая война,"Мать, труженица и солдатка",0. Обезличенные,1. Установка,https://smol.aif.ru/culture/event/pamyatnik_materi_truzhenice_i_soldatke_otkryli_v_elne,,
16.07.2016,Смоленская область,3. Региональные власти,1.Город,Монастырщина,3.Иное,3.Иное,Погибшие от удара молнии колхозники,2. Группа,1. Установка,http://www.mngz.ru/russia-world-sensation/2087545-v-smolenskoy-oblasti-otkryli-pamyatnik-pogibshim-ot-udara-molnii.html,,
07.08.2016,Смоленская область,2. Федеральные власти,1.Город,Духовщина,1.Война,1.3. Революция и Гражданская война,Герои революции,0. Обезличенные,2. Реставрация,http://www.mngz.ru/russia-world-sensation/2134763-smolenskie-edinorossy-otremontirovali-pamyatnik-geroyam-revolyucii.html,,
06.10.2016,Смоленская область,8. Неизвестно,1.Город,Смоленск,1.Война,1.5. Локальные конфликты,Александр Прохоренко,1. Личность,1. Установка,https://smol.aif.ru/society/v_smolenske_otkryli_pamyatnik_oficeru_pogibshemu_v_sirii_minuvshey_vesnoy https://ria.ru/20161005/1478549826.html https://tass.ru/obschestvo/3680264,добавила,
27.10.2016,Смоленская область,8. Неизвестно,1.Город,Смоленск,2.СоцПол,2.2. Образование и наука,Семен Писарев,1. Личность,1. Установка,https://www.mngz.ru/russia-world-sensation/2354211-vozle-cerkvi-mihaila-arhangela-otkryli-pamyatnik-smolenskomu-istoriku-kraevedu.html,,
29.03.2017,Смоленская область,6. Частное лицо,2.Село,Бодуны,2.СоцПол,2.4. Религия,Святые Константин и Елена,2. Группа,1. Установка,https://www.mngz.ru/russia-world-sensation/2813800-v-krasninskom-rayone-poyavilsya-pamyatnik-svyatym.html,,
10.04.2017,Смоленская область,8. Неизвестно,1.Город,Смоленск,2.СоцПол,2.9 Иное,Александр Степанов,1. Личность,1. Установка,https://www.smol.kp.ru/online/news/2710600/,,
01.05.2017,Смоленская область,8. Неизвестно,1.Город,Смоленск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Судьи-фронтовики,2. Группа,1. Установка,https://www.smol.kp.ru/online/news/2732355/,,
31.07.2017,Смоленская область,8. Неизвестно,2.Село,Ломоносов ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие в годы ВОВ,2. Группа,1. Установка,https://smol.aif.ru/society/history/v_duhovshchinskom_rayone_ustanovili_pamyatnik_kostromicham_i_yaroslavcam,,
31.08.2017,Смоленская область,8. Неизвестно,1.Город,Смоленск ,2.СоцПол,2.4. Религия,Владимир Мономах,1. Личность,1. Установка,https://gtrksmolensk.ru/news/v-smolenske-otkryili-pamyatnik-vladimiru-monomahu/,,
23.09.2017,Смоленская область,7. Смешанные,1.Город,Смоленск,2.СоцПол,2.2. Образование и наука,Николай Пржевальский,1. Личность,1. Установка,https://www.mngz.ru/russia-world-sensation/3370286-v-smolenske-otkryli-pamyatnik-nikolayu-mihaylovichu-przhevalskomu.html,,
25.09.2017,Смоленская область,8. Неизвестно,1.Город,Смоленск,1.Война,1.1. Отечественная война 1812 г.,Герои 1812 года,0. Обезличенные,2. Реставрация,https://www.mngz.ru/russia-world-sensation/3375300-v-smolenske-otrestavrirovali-pamyatnik-blagodarnaya-rossiya-geroyam-1812-goda.html,,
06.10.2017,Смоленская область ,8. Неизвестно,1.Город,Смоленск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Защитники Отечества ,0. Обезличенные,1. Установка,https://smolensk-i.ru/authority/v-smolenskoy-oblasti-otkryit-vtoroy-pamyatnik-voinu-osvoboditelyu_212555,,
17.05.2018,Смоленская область,8. Неизвестно,2.Село,Бехтеево,1.Война,1.6. Иное,Погибшие воины,2. Группа,2. Реставрация,https://www.mngz.ru/russia-world-sensation/4047323-v-smolenskoy-derevne-vosstanovili-obelisk-pogibshim-voinam.html,,
22.06.2018,Смоленская область,8. Неизвестно,2.Село,Магалинщина,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Жертвы Холокоста,2. Группа,1. Установка,https://smol.aif.ru/society/history/leonid_yakubovich_pobyval_v_smolenske_na_vyazovenskovskom_zahoronenii    https://smol.aif.ru/society/v_smolenske_otkryli_memorial_pamyati_zhertv_holokosta?from_inject=1 ,,
09.07.2018,Смоленская область,8. Неизвестно,2.Село,Лосня,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Неизвестный солдат,0. Обезличенные,1. Установка,https://gtrksmolensk.ru/news/pamyatnik-neizvestnomu-soldatu-otkryili-v-smolensk//,,
13.08.2018,Смоленская область,8. Неизвестно,2.Село,Вязьма-Брянский,1.Война,1.5. Локальные конфликты,"Вертолеты Ми-8 и Ми-24
",0. Обезличенные,1. Установка,https://www.smol.kp.ru/online/news/3202513/,,
06.09.2018,Смоленская область,8. Неизвестно,1.Город,Холм-Жирковский район,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воин-освободитель,0. Обезличенные,1. Установка,https://www.vesti.ru/article/1410127,,
21.09.2018,Смоленская область,8. Неизвестно,2.Село,Каськово,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие во время ВОВ,2. Группа,2. Реставрация,https://gtrksmolensk.ru/news/v-smolenskoj-oblasti-rekonstruirovali-pamyatnik-po/,,
28.09.2018,Смоленская область,8. Неизвестно,1.Город,Холм-Жирковский район,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Бойцы томской 166-й стрелковой дивизии,2. Группа,1. Установка,https://www.smol.kp.ru/online/news/3250011/,,
03.10.2018,Смоленская область,6. Частное лицо,1.Город,Смоленск,2.СоцПол,2.9 Иное,Паровоз серии «Л»,0. Обезличенные,1. Установка,https://www.mk-smolensk.ru/social/2018/10/03/smolenskie-zheleznodorozhniki-otkryli-pamyatnik-parovozu.html,,
07.11.2018,Смоленская область,8. Неизвестно,1.Город,Вязьма,1.Война,1.1. Отечественная война 1812 г.,Матвей Платонов ,1. Личность,1. Установка,https://gtrksmolensk.ru/news/na-smolenschine-otkryili-pamyatnik-matveyu-platovu/,,
03.12.2018,Смоленская область,8. Неизвестно,1.Город,Рославль,2.СоцПол,2.8. ФОИВЫ,Войны-пограничники,0. Обезличенные,1. Установка,https://www.mk-smolensk.ru/social/2018/12/04/v-roslavle-smolenskoy-oblasti-otkryli-pamyatnik-voinapogranichnikam.html,,
08.05.2019,Смоленская область,8. Неизвестно,2.Село,Вышегор,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воин-освободитель ,0. Обезличенные,1. Установка,https://www.smol.kp.ru/daily/26974/4032603/,,
25.09.2019,Смоленская область,8. Неизвестно,1.Город,Смоленск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воины-железнодорожники,2. Группа,1. Установка,https://www.smol.kp.ru/online/news/3618407/,,
13.05.2020,Смоленская область ,3. Региональные власти,2.Село,Дубровка ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воин-освободитель,0. Обезличенные,1. Установка,https://smol.aif.ru/society/history/obeshchanie_vypolneno_v_demidovskom_rayone_poyavilsya_novyy_pamyatnik,,
11.06.2020,Смоленская область ,2. Федеральные власти,1.Город,Смоленск ,1.Война,1.1. Отечественная война 1812 г.,Михаил Кутузов ,1. Личность,1. Установка,https://www.mk-smolensk.ru/culture/2020/06/11/v-smolenske-ustanovili-pamyatnik-kutuzovu.html,,
20.08.2020,Смоленская область ,8. Неизвестно,1.Город,Смоленск ,2.СоцПол,2.9 Иное,Елена Пржевальская-Толпыго,1. Личность,1. Установка,https://smol.aif.ru/society/history/v_smolenske_ustanovili_pamyatnik_materi_nikolaya_przhevalskogo,,
07.09.2020,Смоленская область ,2. Федеральные власти,1.Город,Смоленск ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Мария Октябрьская ,1. Личность,1. Установка,https://www.smol.kp.ru/online/news/4004968/,,
11.09.2020,Смоленская область ,2. Федеральные власти,2.Село,Туманово ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Екатерина Буданова ,1. Личность,1. Установка,https://gtrksmolensk.ru/news/na-smolenschine-uvekovechili-pamyat-zhenschinyi-le/,,
15.11.2020,Смоленская область,6. Частное лицо,1.Город,Смоленск,2.СоцПол,2.3. Искусство,Александр Беляев,1. Личность,1. Установка,"https://www.mk-smolensk.ru/culture/2020/11/15/pervyy-v-mire-byust-fantastu-belyaevu-otcu-ikhtiandra-ustanovili-v-smolenske.html.  https://smolgazeta-ru.turbopages.org/smolgazeta.ru/s/daylynews/81554-v-smolenske-otkroyut-pamyatnik-vydayushchemusya.html?utm_source=yxnews&utm_medium=desktop
",,
02.07.2021,Смоленская область,8. Неизвестно,1.Город,Смоленск,2.СоцПол,2.8. ФОИВЫ,Патрульный автомобиль ВАЗ-2106,0. Обезличенные,1. Установка,https://www.mk-smolensk.ru/culture/2021/07/02/v-smolenske-otkryli-pamyatnik-patrulnom-mashine.html,,
07.12.2021,Смоленская область,8. Неизвестно,1.Город,Смоленск,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Матрена Вольска,1. Личность,1. Установка,https://gtrksmolensk.ru/news/v-smolenskom-parke-ustanovili-pamyatnik-posvyasche/,,
02.09.2013,Тамбовская область,8. Неизвестно,1.Город,Котовск,2.СоцПол,2.9 Иное,Неваляшка,0. Обезличенные,2. Реставрация,http://www.chr.aif.ru/society/news/123694,,
25.10.2013,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.9 Иное,Илларион Воронцов-Дашков,1. Личность,1. Установка,https://www.onlinetambov.ru/news/society/v-tambove-otkryli-pamyatnik-grafu-vorontsovu-dashkovu/,,
18.10.2014,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.2. Образование и наука,Владимир Вернадский,1. Личность,1. Установка,https://vestitambov.ru/?new_id=38056              https://www.rgo.ru/ru/article/v-tambove-otkryt-pamyatnik-vladimiru-ivanovichu-vernadskomu ,,
28.10.2014,Тамбовская область,8. Неизвестно,2.Село,Мучкап,2.СоцПол,2.5. Здравоохранение,Михаил Кузин ,1. Личность,1. Установка,https://www.tambov.kp.ru/online/news/1882352/,,
22.06.2015,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.3. Искусство,"Илья Шатров, Василий Агапкин",2. Группа,1. Установка,http://tvkultura.ru/article/show/article_id/135963      https://ria.ru/20150622/1080434622.html ,,
21.07.2015,Тамбовская область,8. Неизвестно,2.Село,Старая Ольшанка,2.СоцПол,2.3. Искусство,Василий Поленов,1. Личность,1. Установка,http://www.tambov.kp.ru/online/news/2114425/,,
28.08.2015,Тамбовская область,8. Неизвестно,1.Город,Тамбов,1.Война,1.6. Иное,Федор Ушаков,1. Личность,1. Установка,http://www.vestitambov.ru/?new_id=45147             https://top68.ru/news/society/2015-08-27/pamyatnik-admiralu-fyodoru-ushakovu-torzhestvenno-otkroyut-zavtra-v-tambove-69361 ,,
05.10.2015,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.5. Здравоохранение, Николай Баскаков,1. Личность,1. Установка,http://www.tambov.kp.ru/online/news/2182828/,,
12.05.2016,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.9 Иное,Пожарный автомобиль,0. Обезличенные,1. Установка,https://www.tambov.kp.ru/online/news/2389555/,,
01.07.2016,Тамбовская область,8. Неизвестно,1.Город,Мичуринск,2.СоцПол,2.2. Образование и наука,Дерево,0. Обезличенные,1. Установка,http://www.mngz.ru/russia-world-sensation/2041272-michurinskiy-agrarnyy-universitet-otmechaet-85-letie.html,,
13.07.2016,Тамбовская область,6. Частное лицо,2.Село,Грушевка,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Участникам ВОВ,2. Группа,1. Установка,https://vtambove.ru/news/society/132279/,,
15.10.2016,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.3. Искусство,Казначейша,1. Личность,1. Установка,http://www.mngz.ru/russia-world-sensation/2314591-bronzovuyu-tambovskuyu-kaznacheyshu-ustanovili-v-samom-centre-tambova.html,,
18.10.2016,Тамбовская область,8. Неизвестно,2.Село,Ивановка,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие в ВОВ,2. Группа,1. Установка,http://www.mngz.ru/russia-world-sensation/2323246-otkrytie-memoriala-v-mordovskom-rayone.html,,
08.11.2016,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.8. ФОИВЫ,Павшие полицейские ,0. Обезличенные,1. Установка,https://www.tambov.kp.ru/online/news/2564231/,,
07.05.2017,Тамбовская область,8. Неизвестно,2.Село,Кёрша,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Тамара Дерунец ,1. Личность,1. Установка,"https://www.mngz.ru/russia-world-sensation/2929695-v-kershe-otkryli-pamyatnik-otvazhnoy-tambovskoy-razvedchice.html                              https://vestitambov.ru/new/pamyatnik-tamare-derunets-otkryli-v-sele-kersha/#:~:text=5%20%D0%BC%D0%B0%D1%8F%20%D0%B2%20%D0%91%D0%BE%D0%BD%D0%B4%D0%B0%D1%80%D1%81%D0%BA%D0%BE%D0%BC%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D0%B5,%D0%B2%D0%B7%D1%8F%D0%BB%20%D0%BF%D0%BE%D1%81%D0%BB%D0%B5%D0%B4%D0%BD%D0%B8%D0%B5%20%D0%BF%D1%80%D0%B8%D0%B6%D0%B8%D0%B7%D0%BD%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D0%B8%20%D1%80%D0%B0%D0%B7%D0%B2%D0%B5%D0%B4%D1%87%D0%B8%D1%86%D1%8B. ",,
10.05.2017,Тамбовская область,6. Частное лицо,1.Город,Тамбов,2.СоцПол,2.5. Здравоохранение,Иван Долгушин,1. Личность,1. Установка,https://www.mngz.ru/russia-world-sensation/2938323-v-tambove-ustanovili-pamyatnik-vrachu-ivanu-dolgushinu.html,,
22.06.2017,Тамбовская область,8. Неизвестно,2.Село,Зелёный,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Михаил Бармин и Николай Саранов,2. Группа,1. Установка,https://vestitambov.ru/new/neizvestnym-lyotchikam-pogibshim-v-gody-vojny-na-aerodrome-platonovka-vernuli-imena/?,,
05.10.2017,Тамбовская область,4. GONGO – неправительственные но работающие на государство организации,2.Село,Ивановка,2.СоцПол,2.3. Искусство,Сергей Рахманинов,1. Личность,1. Установка,https://vtambove.ru/news/society/156843/? https://tass.ru/kultura/4620402,,
14.10.2017,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.2. Образование и наука,Архиепископ Лука,1. Личность,1. Установка,http://tambov.mk.ru/articles/2017/10/14/v-tambove-otkryli-byust-arkhiepiskopu-luke.html,,
10.11.2017,Тамбовская область,7. Смешанные,1.Город,Мичуринск,2.СоцПол,2.8. ФОИВЫ,Погибшие при исполнении служебного долга правоохранители,2. Группа,1. Установка,http://tambov.mk.ru/articles/2017/11/10/v-michurinske-otkryli-pamyatnik-pogibshim-pri-ispolnenii-sluzhebnogo-dolga-pravookhranitelyam.html,,
30.05.2018,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.8. ФОИВЫ,"Стражи правопорядка, погибшие при исполнении служебного долга",2. Группа,1. Установка,"https://www.vestitambov.ru/new/v-tambove-otkryli-pamyatnik-strazham-pravoporyadka-pogibshim-pri-ispolnenii/, http://tambov.mk.ru/social/2018/05/31/v-tambove-otkryli-pamyatnik-sotrudnikam-policii-pogibshim-pri-ispolnenii-sluzhebnogo-dolga.html, https://www.vestitambov.ru/new/pamyat-pogibshih-politsejskih-uvekovechili-v-tambovskom-rajone-politsejskim/",,
11.06.2018,Тамбовская область,3. Региональные власти,1.Город,Тамбов,2. Социальная сфера,2.3. Искусство,Валерий Халилов,1. Личность,1. Установка,https://vestitambov.ru/new/v-tambove-otkryli-pervyj-v-rossii-pamyatnik-valeriyu-halilovu/ https://vestitambov.ru/new/supruga-valeriya-halilova-poblagodarila-gubernatora-i-vseh-tambovchan-za-lyubov-k-tvorchestvu-muzha/ https://tambov.mk.ru/culture/2018/06/11/v-centre-tambova-otkryli-pamyatnik-voennomu-dirizheru-valeriyu-khalilovu.html https://tass.ru/obschestvo/5282966,,
14.06.2018,Тамбовская область,8. Неизвестно,2.Село,Бондари ,1.Война,1.3. Революция и Гражданская война,Погибшие милиционеры в годы Гражданской войны,2. Группа,1. Установка,https://vestitambov.ru/new/eho-grazhdanskoj-vojny-v-bondaryah-otkryli-pamyatnik-soldatam-pravoporyadka//,,
22.06.2018,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.8. ФОИВЫ,Погибшие сотрудники правопорядка,2. Группа,1. Установка,https://vestitambov.ru/new/v-tambove-otkryli-obelisk-pogibshim-sotrudnikam-pravoporyadka/ https://vestitambov.ru/new/na-baze-pps-umvd-po-gorodu-tambovu-otkryli-pamyatnik-politsejskim/,,
30.07.2018,Тамбовская область,8. Неизвестно,1.Город,Моршанск,2.СоцПол,2.9 Иное,Паровоз,0. Обезличенные,1. Установка,https://vestitambov.ru/new/v-morshanske-poyavilsya-pamyatnik-parovozu/,,
21.09.2018,Тамбовская область,8. Неизвестно,1.Город,Мичуринск,2.СоцПол,2.2. Образование и наука,Иван Мичурин ,1. Личность,2. Реставрация,https://tambov.mk.ru/social/2018/09/21/aleksandr-nikitin-otkryl-den-sadovoda-v-michurinske.html,,
08.11.2018,Тамбовская область,8. Неизвестно,1.Город,Знаменка,2.СоцПол,2.8. ФОИВЫ,"Сотрудники, погибшие при исполнении служебных обязанностей",0. Обезличенные,1. Установка,https://vestitambov.ru/new/v-znamenke-otkryli-pamyatnik-sotrudnikam-organov-vnutrennih-del-pogibshim-pri-ispolnenii-sluzhebnyh-obyazannostej/ https://vestitambov.ru/new/v-pamyat-o-pogibshih-v-znamenke-otkryli-memorial/ https://tambov.mk.ru/social/2018/11/08/v-tambovskoy-oblasti-otkryli-pamyatnik-policeyskim-pogibshim-pri-ispolnenii.html,,
12.02.2019,Тамбовская область,6. Частное лицо,1.Город,Тамбов,1.Война,1.5. Локальные конфликты,Войны-участники Афганской войны,2. Группа,1. Установка,https://vestitambov.ru/new/v-tambove-otkryli-pamyatnik-voinam-afgantsam/  https://vestitambov.ru/new/memorial-afgantsam-v-pamyat-o-pogibshih-iz-uvazheniya-k-zhivym/ ,,
23.04.2019,Тамбовская область,8. Неизвестно,1.Город,Тамбов,2.СоцПол,2.9 Иное,Курсантский погон,0. Обезличенные,1. Установка,https://chr.aif.ru/tambov/events/v_tambove_otkryli_pamyatnik_v_vide_kursantskogo_pogona,,
06.05.2019,Тамбовская область,4. GONGO – неправительственные но работающие на государство организации,2.Село, Пригородный,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие в ВОВ земляки,2. Группа,1. Установка,https://www.vestitambov.ru/new/v-posyolke-prigorodnyj-morshanskogo-rajona-otkryli-pamyatnik-pogibshim-zemlyakam/,,
09.05.2019,Тамбовская область,6. Частное лицо,2.Село,Новая Ляда,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Дети войны,0. Обезличенные,1. Установка,https://www.vestitambov.ru/new/na-novoj-lyade-otkryli-pamyatnik-detyam-vojny/,,
09.07.2019,Тамбовская область,5. НПО,2.Село,Ильинка,1.Война,1.4. Великая Отечественная война/Вторая мировая война,427 героев ВОВ,2. Группа,1. Установка,https://www.vestitambov.ru/new/memorial-v-sele-ilinka-uvekovechil-imena-427-geroev-vojny/,,
07.10.2019,Тамбовская область,3. Региональные власти,1.Город,Жердевка,2.СоцПол,2.9 Иное,Ликвидаторы Чернобыльской аварии,2. Группа,1. Установка,https://www.tambov.kp.ru/online/news/3631234/,,
07.10.2019,Тамбовская область,4. GONGO – неправительственные но работающие на государство организации,1.Город,Тамбов,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Воины ВОВ,0. Обезличенные,1. Установка,https://chr.aif.ru/tambov/events/v_michurinskom_rayone_tambova_otkryli_pamyatnik_uchastnikam_voyny,,
04.11.2019,Тамбовская область,8. Неизвестно,1.Город,Мичуринск,2.СоцПол,2.3. Искусство,Владимир Зельдин,1. Личность,1. Установка,https://ria.ru/20191104/1560561104.html,добавила,
04.11.2019,Тамбовская область,4. GONGO – неправительственные но работающие на государство организации,1.Город,Мичуринск,2.СоцПол,2.4. Религия,Серафим Саровский,1. Личность,1. Установка,https://tass.ru/v-strane/7077670,,
27.11.2019,Тамбовская область,7. Смешанные,1.Город,Тамбов,2.СоцПол,2.6. Политика,Купец,0. Обезличенные,1. Установка,https://chr.aif.ru/tambov/events/v_tambove_otkryli_pamyatnik_kupcu,,
09.12.2019,Тамбовская область,3. Региональные власти,1.Город,Тамбов,2.СоцПол,2.9 Иное,Погибшие в катастрофах,0. Обезличенные,1. Установка,https://www.vesti.ru/doc.html?id=3218673,,
19.02.2020,Тамбовская область ,8. Неизвестно,1.Город,Рассказово ,1.Война,1.5. Локальные конфликты,Александр Комягин ,1. Личность,1. Установка,https://vestitambov.ru/new/pamjatnik-geroju-rossii-aleksandru-komjaginu-otkryli-v-rasskazove/,,
24.08.2020,Тамбовская область ,6. Частное лицо,1.Город,Тамбов ,2.СоцПол,2.9 Иное,Пожарый автомобиль ,0. Обезличенные,2. Реставрация,https://www.vestitambov.ru/new/v-tambove-otremontirovali-pamjatnik-pozharnomu-avtomobilju/,,
02.09.2020,Тамбовская область ,8. Неизвестно,2.Село,Чуево-Алабушка ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Фронтовики ,2. Группа,1. Установка,https://vestitambov.ru/new/v-sele-chuevo-alabushka-uvarovskogo-rajona-vpervye-ustanovili-pamjatnik-frontovikam/,,
10.09.2020,Тамбовская область ,6. Частное лицо,2.Село,Бондари ,1.Война,1.5. Локальные конфликты,"Погибшие в ""горячих точках""",2. Группа,1. Установка,https://chr.aif.ru/tambov/events/v_bondaryah_tambovskoy_oblasti_otkryli_pamyatnik_pogibshim_v_goryachih_tochkah,,
22.09.2020,Тамбовская область ,3. Региональные власти,2.Село,Масловка ,1.Война,1.4. Великая Отечественная война/Вторая мировая война,"Соладаты-земляки, погибшие в годы ВОВ",0. Обезличенные,1. Установка,https://vestitambov.ru/new/v-sele-maslovka-umetskogo-rajona-torzhestvenno-otkryli-memorial-soldatam-zemljakam-pavshim-v-gody-velikoj-otechestvennoj-vojny/,,
12.11.2020,Тамбовская область,5. НПО,1.Город,Тамбов,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Солдат-победитель,0. Обезличенные,1. Установка,"https://chr.aif.ru/tambov/events/na_alee_slavy_tgu_im_derzhavina_v_tambove_otkryli_pamyatnik_soldatu
",,
19.12.2020,Тамбовская область,5. НПО,1.Город,Тамбов,2.СоцПол,2.9 Иное,Без вести пропавшие дети ,2. Группа,1. Установка,https://tambov.mk.ru/social/2020/12/19/v-olimpiyskom-parke-tambova-ustanovili-pamyatnik-vechnoy-nadezhdy.html,Московская ,
07.06.2021,Тамбовская область,6. Частное лицо,1.Город,Тамбов,2.СоцПол,2.2. Образование и наука,Николай Рябов,1. Личность,1. Установка,https://vestitambov.ru/new/novosti-korotko-otkrytie-pamjatnika-egje-po-matematike-i-festival-duhovyh-orkestrov/,,
21.06.2021,Тамбовская область,8. Неизвестно,2.Село,Кривополянье,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие воины,0. Обезличенные,1. Установка,https://tambov.mk.ru/social/2021/06/21/v-odnom-iz-syol-bondarskogo-rayona-otkryli-memorial-pogibshim-voinam.html,,
07.11.2012,Тверская область,5. НПО,1.Город,Бологое,2.СоцПол,2.3. Искусство,Владимир Высоцкий,1. Личность,1. Установка,https://www.tver.kp.ru/daily/25981.4/2914450/,,
18.12.2012,Тверская область,5. НПО,1.Город,Тверь,1.Война,1.1. Отечественная война 1812 г.,Денис Давыдов,1. Личность,1. Установка,https://www.tver.kp.ru/online/news/1323366/,,
12.03.2013,Тверская область,8. Неизвестно,1.Город,Ржев,1.Война,1.6. Иное,Александр Покрышкин,1. Личность,1. Установка,https://ria.ru/20130312/926855241.html,Добавлено,
27.05.2014,Тверская область,7. Смешанные,1.Город,Тверь,2.СоцПол,2.4. Религия,Кирилл и Мефодий,2. Группа,1. Установка,https://www.tver.kp.ru/online/news/1746544/,,
31.05.2014,Тверская область,8. Неизвестно,2.Село,Прямухино,2.СоцПол,2.9 Иное,Бакунины,2. Группа,1. Установка,https://www.tver.kp.ru/online/news/1751509/,,
09.09.2014,Тверская область,7. Смешанные,1.Город,Кимры ,3.Иное,3.Иное,Сапожник,0. Обезличенные,1. Установка,https://tver.mk.ru/articles/2014/09/10/edinstvennyy-v-rossii-pamyatnik-sapozhniku-otkryli-v-kimrakh.html,,
11.09.2014,Тверская область,5. НПО,2.Село,Пульниково,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Погибшие танкисты,2. Группа,1. Установка,https://www.tver.kp.ru/online/news/1841295/,,
29.12.2014,Тверская область,8. Неизвестно,2.Село,Скнятино,2.СоцПол,2.9 Иное,Николай Струнников,1. Личность,1. Установка,http://www.kp.ru/online/news/1936797/,,
30.04.2015,Тверская область,3. Региональные власти,2.Село,Кокошкино,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Неизвестный солдат,0. Обезличенные,1. Установка,http://www.kp.ru/online/news/2044569/,,
07.05.2015,Тверская область,3. Региональные власти,1.Город,Тверь,1.Война,1.4. Великая Отечественная война/Вторая мировая война,Подводники,0. Обезличенные,2. Реставрация,http://www.kp.ru/online/news/2049158/,,
28.06.2015,Тверская область,3. Региональные власти,1.Город,Кашин,2.СоцПол,2.3. Искусство,Василий Колотильщиков,1. Личность,1. Установка,http://www.mngz.ru/russia-world-sensation/1252755-v-kashine-otkryli-pamyatnik-fotoletopiscu-vasiliyu-kolotilschikovu.html,,
15.07.2015,Тверская область,4. GONGO – неправительственные но работающие на государство организации,1.Город,Торжок,2.СоцПол,2.4. Религия,Ефрем Новоторжский,1. Личность,1. Установка,http://www.mngz.ru/russia-world-sensation/1282535-v-torzhke-ustanovili-pamyatnik-prepodobnomu-efremu-novotorzhskomu.html,,
